Name,Team,Age,Baseline,MeanOvr,MeanDelta,StdDelta,MinOvr,MaxOvr,Q10,Q25,Q75,Q90,PctPositive
Luke Walton,UTA,32,63.0,62.8,-0.239,0.588,61.0,64.0,62.0,62.0,63.0,63.0,0.079
Hakim Warrick,MEM,30,57.0,56.7,-0.264,0.636,55.0,58.0,56.0,56.0,57.0,57.0,0.093
Earl Watson,IND,33,52.0,47.6,-4.436,1.079,44.0,51.0,46.0,47.0,48.0,49.0,0.000
Martell Webster,FA,26,45.0,40.7,-4.282,3.690,37.0,63.0,39.0,39.0,41.0,42.0,0.038
David West,FA,32,59.0,56.1,-2.904,0.673,54.0,58.0,55.0,56.0,57.0,57.0,0.000
Delonte West,FA,29,53.0,48.9,-4.140,2.336,45.0,66.0,47.0,48.0,49.0,50.0,0.021
Chris Wilcox,UTA,30,61.0,57.8,-3.208,0.658,56.0,60.0,57.0,57.0,58.0,59.0,0.000
Damien Wilkins,MIA,32,54.0,53.5,-0.465,0.933,51.0,56.0,52.0,53.0,54.0,55.0,0.134
Deron Williams,BOS,28,64.0,63.9,-0.079,0.775,62.0,73.0,63.0,63.0,64.0,65.0,0.193
Jason Williams,FA,37,43.0,37.9,-5.096,1.203,35.0,42.0,36.0,37.0,39.0,40.0,0.000
Lou Williams,MEM,26,59.0,58.5,-0.527,1.057,56.0,71.0,58.0,58.0,59.0,59.0,0.056
Mo Williams,NYK,30,58.0,59.0,1.045,0.640,58.0,61.0,58.0,59.0,59.0,60.0,0.823
Marvin Williams,NOL,26,56.0,56.1,0.135,1.563,54.0,69.0,55.0,55.0,56.0,57.0,0.234
Mark  William,FA,27,46.0,46.2,0.182,3.267,42.0,63.0,44.0,45.0,46.0,47.0,0.235
Antoine Wright,FA,28,41.0,39.6,-1.435,4.061,36.0,60.0,37.0,38.0,40.0,41.0,0.060
Bracey Wright,FA,28,39.0,41.2,2.191,3.715,37.0,58.0,39.0,39.0,41.0,43.0,0.747
Dorell Wright,FA,27,47.0,45.9,-1.066,3.115,42.0,62.0,44.0,44.0,46.0,47.0,0.071
Arron Afflalo,FA,27,45.0,45.1,0.068,3.443,41.0,63.0,43.0,44.0,45.0,46.0,0.159
Blake Ahearn,FA,28,37.0,35.2,-1.800,4.487,32.0,57.0,33.0,34.0,35.0,35.0,0.060
David Andersen,FA,32,43.0,43.5,0.462,0.757,41.0,45.0,43.0,43.0,44.0,44.0,0.477
D.J. Augustin,WAS,25,57.0,55.3,-1.737,1.148,53.0,70.0,54.0,55.0,56.0,56.0,0.006
Marco Belinelli,FA,26,44.0,42.6,-1.369,4.026,38.0,61.0,40.0,41.0,43.0,44.0,0.076
Trevor Booker,SAC,25,47.0,47.3,0.301,2.689,43.0,64.0,45.0,46.0,48.0,49.0,0.328
Corey Brewer,MIN,26,57.0,55.0,-1.987,1.495,53.0,69.0,54.0,54.0,55.0,56.0,0.014
Jon Brockman,NYK,25,45.0,42.3,-2.687,3.987,38.0,63.0,40.0,41.0,42.0,43.0,0.050
Aaron Brooks,MEM,27,56.0,56.3,0.298,1.122,54.0,69.0,55.0,56.0,57.0,57.0,0.352
Bobby Brown,FA,28,47.0,46.2,-0.756,2.816,43.0,64.0,44.0,45.0,47.0,47.0,0.076
DeMarre Carroll,FA,26,34.0,35.6,1.555,4.278,33.0,56.0,33.0,34.0,35.0,36.0,0.448
Mario Chalmers,MIL,26,55.0,50.7,-4.310,2.181,47.0,69.0,49.0,50.0,51.0,52.0,0.016
Wilson Chandler,CHI,25,60.0,58.0,-2.032,0.849,56.0,70.0,57.0,57.0,58.0,59.0,0.001
Mike Conley,MIL,25,61.0,59.7,-1.274,0.748,58.0,62.0,59.0,59.0,60.0,61.0,0.002
Daequan Cook,NOL,25,62.0,60.6,-1.436,0.867,58.0,70.0,60.0,60.0,61.0,61.0,0.005
Joe Crawford,FA,26,45.0,43.1,-1.850,3.636,39.0,63.0,41.0,42.0,43.0,44.0,0.047
Javaris Crittenton,PHO,25,44.0,41.8,-2.157,4.320,38.0,62.0,39.0,40.0,42.0,43.0,0.058
Dante Cunningham,FA,25,34.0,34.0,0.036,4.885,30.0,56.0,32.0,32.0,33.0,34.0,0.091
JamesOn Curry,FA,26,49.0,47.3,-1.689,3.205,43.0,65.0,45.0,46.0,48.0,49.0,0.055
Glen Davis,FA,26,49.0,48.2,-0.784,2.503,45.0,64.0,46.0,47.0,49.0,49.0,0.079
Chris Douglas-Roberts,MIL,25,54.0,50.8,-3.163,1.921,48.0,68.0,49.0,50.0,51.0,52.0,0.016
Toney Douglas,SA,26,57.0,56.9,-0.090,1.176,55.0,69.0,56.0,56.0,57.0,58.0,0.162
Goran Dragić (TO),SA,26,51.0,47.7,-3.288,2.711,44.0,66.0,46.0,47.0,48.0,49.0,0.024
Jared Dudley,UTA,27,59.0,56.4,-2.554,1.148,55.0,71.0,56.0,56.0,57.0,57.0,0.005
Jeremy Evans,NYK,25,53.0,52.8,-0.219,2.020,49.0,67.0,51.0,52.0,54.0,54.0,0.259
Rudy Fernández,HOU,27,57.0,53.8,-3.173,1.264,50.0,69.0,53.0,53.0,54.0,55.0,0.006
Kyrylo Fesenko,FA,26,32.0,31.8,-0.168,4.514,28.0,54.0,30.0,30.0,31.0,32.0,0.085
Sundiata Gaines,FA,26,48.0,47.7,-0.296,2.793,44.0,65.0,46.0,47.0,48.0,49.0,0.149
Marc Gasol,SAC,27,59.0,59.7,0.728,0.959,57.0,71.0,59.0,59.0,60.0,61.0,0.607
Alonzo Gee,FA,25,43.0,45.0,1.978,3.180,41.0,61.0,43.0,43.0,45.0,46.0,0.748
Taj Gibson,FA,27,47.0,47.4,0.384,2.529,44.0,63.0,45.0,46.0,48.0,49.0,0.351
Danny Green,CLE,25,45.0,45.1,0.053,3.085,41.0,62.0,43.0,44.0,45.0,46.0,0.190
Jeff Green,UTA,26,57.0,57.0,0.000,0.000,57.0,57.0,57.0,57.0,57.0,57.0,0.000
Taurean Green,FA,26,40.0,38.9,-1.091,4.056,35.0,60.0,37.0,37.0,39.0,40.0,0.068
Taylor Griffin,FA,26,34.0,35.6,1.635,4.508,32.0,56.0,33.0,34.0,35.0,36.0,0.481
Hamed Haddadi,FA,27,40.0,40.0,0.000,0.000,40.0,40.0,40.0,40.0,40.0,40.0,0.000
Malik Hairston,FA,25,41.0,37.4,-3.572,4.776,34.0,60.0,35.0,36.0,37.0,38.0,0.061
Roy Hibbert,FA,26,48.0,49.3,1.328,2.553,46.0,64.0,48.0,48.0,50.0,51.0,0.632
George Hill,NYK,26,52.0,50.6,-1.439,2.331,47.0,67.0,49.0,49.0,51.0,52.0,0.054
Jordan Hill,FA,25,46.0,46.2,0.241,3.269,43.0,63.0,44.0,45.0,47.0,48.0,0.259
Al Horford,MIA,26,61.0,61.2,0.167,0.670,59.0,63.0,60.0,61.0,62.0,62.0,0.300
Lester Hudson,FA,28,34.0,32.2,-1.757,5.124,28.0,56.0,30.0,30.0,31.0,32.0,0.087
Chris Hunter,FA,28,39.0,40.2,1.163,4.186,36.0,60.0,38.0,38.0,40.0,41.0,0.422
Darnell Jackson,FA,27,35.0,35.3,0.255,4.422,32.0,57.0,33.0,34.0,35.0,36.0,0.104
Damion James,MIN,25,57.0,56.9,-0.080,1.177,55.0,71.0,56.0,56.0,57.0,58.0,0.151
Nathan Jawai,FA,26,46.0,45.5,-0.532,3.051,42.0,63.0,44.0,44.0,46.0,47.0,0.102
Othyus Jeffers,FA,27,36.0,34.9,-1.135,4.342,32.0,56.0,33.0,33.0,34.0,35.0,0.066
Jonas Jerebko,CHI,25,51.0,50.2,-0.826,2.387,47.0,66.0,48.0,49.0,51.0,51.0,0.073
Yi Jianlian,SAC,25,65.0,64.5,-0.550,0.759,62.0,67.0,64.0,64.0,65.0,65.0,0.064
James Johnson,FA,25,45.0,45.8,0.776,3.394,41.0,62.0,44.0,44.0,46.0,47.0,0.395
Wesley Johnson,NYK,25,55.0,53.2,-1.773,1.813,50.0,68.0,52.0,52.0,54.0,54.0,0.015
Rob Kurz,FA,27,35.0,34.4,-0.612,3.991,31.0,56.0,32.0,33.0,34.0,35.0,0.064
Carl Landry,MIA,29,64.0,64.8,0.769,0.867,63.0,76.0,64.0,64.0,65.0,66.0,0.637
Stéphane Lasme,FA,30,39.0,40.2,1.228,1.070,37.0,44.0,39.0,39.0,41.0,42.0,0.749
Acie Law,FA,27,47.0,45.9,-1.137,3.053,41.0,63.0,44.0,45.0,46.0,47.0,0.075
Ty Lawson (TO),CHI,25,44.0,46.6,2.581,2.765,43.0,63.0,44.0,45.0,47.0,48.0,0.899
Courtney Lee,BOS,27,57.0,55.7,-1.260,1.643,53.0,71.0,55.0,55.0,56.0,57.0,0.017
Ian Mahinmi,MIA,26,56.0,55.8,-0.230,1.247,53.0,69.0,55.0,55.0,56.0,57.0,0.140
Cartier Martin,FA,28,31.0,31.3,0.342,3.374,28.0,52.0,30.0,30.0,31.0,32.0,0.165
Wesley Matthews,FA,26,43.0,43.0,0.028,3.254,39.0,62.0,41.0,42.0,43.0,44.0,0.188
Eric Maynor,FA,25,37.0,38.4,1.384,4.541,34.0,58.0,36.0,37.0,38.0,39.0,0.393
O.J. Mayo,MIN,25,61.0,59.1,-1.942,0.650,57.0,61.0,58.0,59.0,59.0,60.0,0.000
Luc Mbah a Moute,FA,26,38.0,35.8,-2.225,4.865,32.0,59.0,34.0,34.0,35.0,36.0,0.064
Dominic McGuire,FA,27,46.0,43.9,-2.072,3.727,40.0,63.0,42.0,42.0,44.0,45.0,0.053
Josh McRoberts,FA,25,37.0,37.8,0.800,4.764,34.0,58.0,35.0,36.0,37.0,38.0,0.175
Jodie Meeks,CHI,25,55.0,52.8,-2.200,2.138,50.0,69.0,51.0,52.0,53.0,54.0,0.023
Anthony Morrow,BOS,27,55.0,53.6,-1.368,2.023,50.0,68.0,52.0,53.0,54.0,55.0,0.024
Juan Carlos Navarro,FA,32,47.0,41.5,-5.490,0.928,39.0,44.0,40.0,41.0,42.0,43.0,0.000
DeMarcus Nelson,FA,27,39.0,37.5,-1.498,4.879,34.0,59.0,35.0,36.0,37.0,38.0,0.078
Joakim Noah,DET,27,54.0,54.4,0.443,1.714,51.0,68.0,53.0,54.0,55.0,55.0,0.383
Oleksiy Pecherov,FA,27,43.0,40.7,-2.343,4.073,37.0,61.0,38.0,39.0,41.0,41.0,0.059
Nikola Peković,CHI,26,48.0,44.2,-3.761,3.369,41.0,65.0,42.0,43.0,44.0,45.0,0.038
A.J. Price,FA,26,55.0,53.9,-1.055,1.398,51.0,68.0,53.0,53.0,54.0,55.0,0.016
Gabe Pruitt,FA,26,34.0,36.5,2.491,4.127,33.0,56.0,34.0,35.0,36.0,37.0,0.857
Brandon Rush,BKN,27,49.0,50.5,1.513,2.319,47.0,65.0,49.0,49.0,51.0,52.0,0.712
Ramon Sessions,FA,26,41.0,42.1,1.110,3.794,37.0,61.0,40.0,40.0,42.0,43.0,0.453
Walter Sharpe,FA,26,35.0,35.1,0.138,4.692,32.0,57.0,33.0,33.0,35.0,35.0,0.096
Jason Smith,FA,26,52.0,52.0,0.000,0.000,52.0,52.0,52.0,52.0,52.0,52.0,0.000
Mo Speights,CHI,25,57.0,58.5,1.494,1.501,57.0,70.0,57.0,58.0,59.0,59.0,0.885
Tiago Splitter,MIN,27,55.0,53.3,-1.681,1.887,50.0,68.0,52.0,52.0,54.0,54.0,0.021
D.J. Strawberry,FA,27,38.0,37.0,-0.952,4.403,33.0,58.0,35.0,35.0,37.0,37.0,0.066
Rodney Stuckey,PHI,26,56.0,56.3,0.292,1.240,54.0,69.0,55.0,56.0,57.0,57.0,0.328
Mike Taylor,CLE,26,53.0,52.4,-0.643,2.081,49.0,68.0,51.0,51.0,53.0,54.0,0.115
Hasheem Thabeet,FA,25,56.0,56.7,0.738,1.356,54.0,70.0,56.0,56.0,57.0,58.0,0.562
Jason Thompson,NOL,26,56.0,52.6,-3.448,2.053,49.0,70.0,51.0,52.0,53.0,54.0,0.017
Marcus Thornton,PHI,25,63.0,62.9,-0.084,0.835,61.0,74.0,62.0,62.0,63.0,64.0,0.198
Anthony Tolliver,NYK,27,56.0,56.0,-0.019,1.528,54.0,70.0,55.0,55.0,56.0,57.0,0.164
Roko Ukić,FA,28,49.0,49.0,0.000,0.000,49.0,49.0,49.0,49.0,49.0,49.0,0.000
Greivis Vásquez,NYK,25,49.0,49.8,0.769,2.610,45.0,65.0,48.0,49.0,50.0,51.0,0.470
Henry Walker,CLE,25,62.0,62.1,0.071,0.765,60.0,64.0,61.0,62.0,63.0,63.0,0.269
Darius Washington,FA,27,40.0,40.5,0.532,3.943,36.0,59.0,38.0,39.0,41.0,42.0,0.279
C.J. Watson,FA,28,53.0,50.0,-3.015,1.920,47.0,66.0,48.0,49.0,50.0,51.0,0.016
Sonny Weems,FA,26,51.0,48.2,-2.774,2.511,45.0,65.0,47.0,47.0,49.0,49.0,0.029
Marcus Williams,BOS,26,60.0,59.6,-0.443,0.847,58.0,71.0,59.0,59.0,60.0,60.0,0.056
Reggie Williams,LAC,26,50.0,48.9,-1.110,2.518,45.0,65.0,47.0,48.0,49.0,50.0,0.058
Sean Williams,SAC,26,55.0,54.6,-0.374,1.550,52.0,68.0,53.0,54.0,55.0,55.0,0.100
Terrence Williams,DET,25,59.0,60.0,1.000,0.893,58.0,74.0,59.0,60.0,60.0,61.0,0.789
Julian Wright,CLE,25,55.0,54.9,-0.084,1.654,52.0,68.0,54.0,54.0,55.0,56.0,0.173
Nick Young,DET,27,52.0,51.9,-0.142,2.117,48.0,66.0,50.0,51.0,53.0,53.0,0.252
Sam Young,FA,27,46.0,46.0,0.000,0.000,46.0,46.0,46.0,46.0,46.0,46.0,0.000
Sun Yue,FA,27,38.0,35.8,-2.184,4.522,32.0,59.0,34.0,34.0,35.0,36.0,0.059
Ben Allen,DET,32,56.0,54.5,-1.461,0.623,52.0,56.0,54.0,54.0,55.0,55.0,0.000
