Name,Team,Age,Baseline,MeanOvr,MeanDelta,StdDelta,MinOvr,MaxOvr,Q10,Q25,Q75,Q90,PctPositive
Luke Walton,UTA,32,63.0,62.1,-0.942,0.582,61.0,63.0,61.0,62.0,62.0,63.0,0.000
Hakim Warrick,MEM,30,57.0,56.7,-0.253,0.650,55.0,58.0,56.0,56.0,57.0,57.0,0.100
Earl Watson,IND,33,52.0,46.6,-5.361,0.951,44.0,49.0,45.0,46.0,47.0,48.0,0.000
Martell Webster,FA,26,45.0,40.4,-4.590,2.464,37.0,59.0,39.0,39.0,41.0,42.0,0.017
David West,FA,32,59.0,55.5,-3.487,0.580,54.0,57.0,55.0,55.0,56.0,56.0,0.000
Delonte West,FA,29,53.0,48.8,-4.216,1.918,45.0,64.0,47.0,48.0,49.0,50.0,0.016
Chris Wilcox,UTA,30,61.0,57.8,-3.192,0.678,56.0,59.0,57.0,57.0,58.0,59.0,0.000
Damien Wilkins,MIA,32,54.0,53.0,-0.973,0.856,50.0,55.0,52.0,52.0,54.0,54.0,0.017
Deron Williams,BOS,28,64.0,63.0,-1.025,0.728,61.0,65.0,62.0,63.0,63.0,64.0,0.010
Jason Williams,FA,37,43.0,37.1,-5.867,1.248,34.0,41.0,36.0,36.0,38.0,39.0,0.000
Lou Williams,MEM,26,59.0,58.1,-0.886,1.373,56.0,69.0,57.0,58.0,58.0,59.0,0.019
Mo Williams,NYK,30,58.0,58.4,0.361,0.656,57.0,60.0,58.0,58.0,59.0,59.0,0.415
Marvin Williams,NOL,26,56.0,55.7,-0.275,1.573,54.0,67.0,55.0,55.0,56.0,56.0,0.063
Mark  William,FA,27,46.0,45.0,-1.002,2.378,42.0,60.0,43.0,44.0,45.0,46.0,0.061
Antoine Wright,FA,28,41.0,38.2,-2.811,2.554,36.0,57.0,37.0,37.0,39.0,39.0,0.022
Bracey Wright,FA,28,39.0,39.5,0.519,1.482,37.0,54.0,38.0,39.0,40.0,41.0,0.457
Dorell Wright,FA,27,47.0,44.6,-2.395,1.973,41.0,61.0,43.0,44.0,45.0,46.0,0.015
Arron Afflalo,FA,27,45.0,43.7,-1.276,2.475,40.0,58.0,42.0,43.0,44.0,45.0,0.064
Blake Ahearn,FA,28,37.0,34.4,-2.601,2.448,32.0,55.0,33.0,34.0,35.0,35.0,0.020
David Andersen,FA,32,43.0,42.8,-0.154,0.902,40.0,45.0,42.0,42.0,43.0,44.0,0.228
D.J. Augustin,WAS,25,57.0,57.0,0.000,0.000,57.0,57.0,57.0,57.0,57.0,57.0,0.000
Marco Belinelli,FA,26,44.0,41.1,-2.876,2.465,38.0,59.0,39.0,40.0,42.0,42.0,0.021
Trevor Booker,SAC,25,47.0,47.0,0.000,0.000,47.0,47.0,47.0,47.0,47.0,47.0,0.000
Corey Brewer,MIN,26,57.0,54.4,-2.566,1.819,51.0,67.0,53.0,54.0,55.0,55.0,0.021
Jon Brockman,NYK,25,45.0,45.0,0.000,0.000,45.0,45.0,45.0,45.0,45.0,45.0,0.000
Aaron Brooks,MEM,27,56.0,55.8,-0.168,1.285,54.0,66.0,55.0,55.0,56.0,57.0,0.106
Bobby Brown,FA,28,47.0,44.1,-2.913,1.901,41.0,59.0,43.0,43.0,45.0,45.0,0.015
DeMarre Carroll,FA,26,34.0,33.4,-0.640,2.035,31.0,50.0,32.0,33.0,34.0,34.0,0.040
Mario Chalmers,MIL,26,55.0,50.7,-4.348,1.858,48.0,65.0,49.0,50.0,51.0,52.0,0.015
Wilson Chandler,CHI,25,60.0,60.0,0.000,0.000,60.0,60.0,60.0,60.0,60.0,60.0,0.000
Mike Conley,MIL,25,61.0,61.0,0.000,0.000,61.0,61.0,61.0,61.0,61.0,61.0,0.000
Daequan Cook,NOL,25,62.0,62.0,0.000,0.000,62.0,62.0,62.0,62.0,62.0,62.0,0.000
Joe Crawford,FA,26,45.0,41.7,-3.277,2.156,39.0,60.0,40.0,41.0,42.0,43.0,0.013
Javaris Crittenton,PHO,25,44.0,44.0,0.000,0.000,44.0,44.0,44.0,44.0,44.0,44.0,0.000
Dante Cunningham,FA,25,34.0,34.0,0.000,0.000,34.0,34.0,34.0,34.0,34.0,34.0,0.000
JamesOn Curry,FA,26,49.0,46.0,-2.973,2.119,43.0,62.0,44.0,45.0,47.0,47.0,0.019
Glen Davis,FA,26,49.0,46.3,-2.696,2.271,43.0,62.0,45.0,45.0,47.0,48.0,0.021
Chris Douglas-Roberts,MIL,25,54.0,54.0,0.000,0.000,54.0,54.0,54.0,54.0,54.0,54.0,0.000
Toney Douglas,SA,26,57.0,56.0,-1.015,1.447,53.0,68.0,55.0,55.0,56.0,57.0,0.022
Goran Dragić (TO),SA,26,51.0,46.7,-4.298,2.362,43.0,63.0,45.0,46.0,47.0,48.0,0.022
Jared Dudley,UTA,27,59.0,56.7,-2.310,1.730,55.0,70.0,56.0,56.0,57.0,57.0,0.022
Jeremy Evans,NYK,25,53.0,53.0,0.000,0.000,53.0,53.0,53.0,53.0,53.0,53.0,0.000
Rudy Fernández,HOU,27,57.0,54.0,-2.988,1.824,51.0,67.0,53.0,53.0,54.0,55.0,0.021
Kyrylo Fesenko,FA,26,32.0,30.3,-1.722,2.135,28.0,48.0,29.0,29.0,31.0,31.0,0.019
Sundiata Gaines,FA,26,48.0,46.4,-1.566,1.929,43.0,61.0,45.0,45.0,47.0,48.0,0.045
Marc Gasol,SAC,27,59.0,58.9,-0.144,1.229,57.0,69.0,58.0,58.0,59.0,60.0,0.145
Alonzo Gee,FA,25,43.0,43.0,0.000,0.000,43.0,43.0,43.0,43.0,43.0,43.0,0.000
Taj Gibson,FA,27,47.0,47.2,0.244,1.951,44.0,61.0,46.0,46.0,48.0,49.0,0.352
Danny Green,CLE,25,45.0,45.0,0.000,0.000,45.0,45.0,45.0,45.0,45.0,45.0,0.000
Jeff Green,UTA,26,57.0,53.5,-3.532,2.208,50.0,68.0,52.0,52.0,54.0,54.0,0.025
Taurean Green,FA,26,40.0,37.6,-2.415,2.568,35.0,57.0,36.0,37.0,38.0,39.0,0.021
Taylor Griffin,FA,26,34.0,33.3,-0.723,1.952,30.0,50.0,32.0,32.0,34.0,34.0,0.051
Hamed Haddadi,FA,27,40.0,34.7,-5.262,2.292,33.0,57.0,34.0,34.0,35.0,35.0,0.012
Malik Hairston,FA,25,41.0,41.0,0.000,0.000,41.0,41.0,41.0,41.0,41.0,41.0,0.000
Roy Hibbert,FA,26,48.0,47.3,-0.669,1.895,44.0,61.0,46.0,46.0,48.0,49.0,0.108
George Hill,NYK,26,52.0,49.6,-2.444,1.791,47.0,63.0,48.0,49.0,50.0,51.0,0.014
Jordan Hill,FA,25,46.0,46.0,0.000,0.000,46.0,46.0,46.0,46.0,46.0,46.0,0.000
Al Horford,MIA,26,61.0,60.2,-0.849,0.668,58.0,62.0,59.0,60.0,61.0,61.0,0.012
Lester Hudson,FA,28,34.0,31.0,-3.046,2.234,29.0,51.0,30.0,30.0,31.0,32.0,0.018
Chris Hunter,FA,28,39.0,37.7,-1.261,2.383,35.0,56.0,36.0,37.0,38.0,39.0,0.050
Darnell Jackson,FA,27,35.0,33.9,-1.105,2.586,32.0,53.0,33.0,33.0,34.0,35.0,0.023
Damion James,MIN,25,57.0,57.0,0.000,0.000,57.0,57.0,57.0,57.0,57.0,57.0,0.000
Nathan Jawai,FA,26,46.0,44.2,-1.757,2.291,40.0,60.0,42.0,43.0,45.0,46.0,0.037
Othyus Jeffers,FA,27,36.0,34.0,-1.960,2.224,32.0,54.0,33.0,33.0,34.0,35.0,0.021
Jonas Jerebko,CHI,25,51.0,51.0,0.000,0.000,51.0,51.0,51.0,51.0,51.0,51.0,0.000
Yi Jianlian,SAC,25,65.0,65.0,0.000,0.000,65.0,65.0,65.0,65.0,65.0,65.0,0.000
James Johnson,FA,25,45.0,45.0,0.000,0.000,45.0,45.0,45.0,45.0,45.0,45.0,0.000
Wesley Johnson,NYK,25,55.0,55.0,0.000,0.000,55.0,55.0,55.0,55.0,55.0,55.0,0.000
Rob Kurz,FA,27,35.0,33.2,-1.765,2.517,31.0,53.0,32.0,32.0,33.0,34.0,0.024
Carl Landry,MIA,29,64.0,63.9,-0.122,0.722,61.0,66.0,63.0,63.0,64.0,65.0,0.180
Stéphane Lasme,FA,30,39.0,40.3,1.274,1.055,38.0,43.0,39.0,40.0,41.0,42.0,0.765
Acie Law,FA,27,47.0,44.9,-2.106,2.531,42.0,60.0,43.0,44.0,45.0,46.0,0.032
Ty Lawson (TO),CHI,25,44.0,44.0,0.000,0.000,44.0,44.0,44.0,44.0,44.0,44.0,0.000
Courtney Lee,BOS,27,57.0,55.2,-1.751,1.548,53.0,67.0,54.0,55.0,56.0,56.0,0.020
Ian Mahinmi,MIA,26,56.0,55.3,-0.677,1.196,53.0,67.0,54.0,55.0,56.0,56.0,0.027
Cartier Martin,FA,28,31.0,30.2,-0.797,1.775,28.0,45.0,29.0,30.0,31.0,31.0,0.031
Wesley Matthews,FA,26,43.0,41.0,-2.025,2.538,38.0,59.0,39.0,40.0,41.0,42.0,0.023
Eric Maynor,FA,25,37.0,37.0,0.000,0.000,37.0,37.0,37.0,37.0,37.0,37.0,0.000
O.J. Mayo,MIN,25,61.0,61.0,0.000,0.000,61.0,61.0,61.0,61.0,61.0,61.0,0.000
Luc Mbah a Moute,FA,26,38.0,35.0,-2.960,3.073,33.0,56.0,34.0,34.0,35.0,36.0,0.025
Dominic McGuire,FA,27,46.0,43.5,-2.530,2.457,40.0,60.0,42.0,42.0,44.0,45.0,0.022
Josh McRoberts,FA,25,37.0,37.0,0.000,0.000,37.0,37.0,37.0,37.0,37.0,37.0,0.000
Jodie Meeks,CHI,25,55.0,55.0,0.000,0.000,55.0,55.0,55.0,55.0,55.0,55.0,0.000
Anthony Morrow,BOS,27,55.0,53.6,-1.438,1.689,50.0,66.0,52.0,53.0,54.0,55.0,0.020
Juan Carlos Navarro,FA,32,47.0,40.7,-6.332,1.113,37.0,43.0,39.0,40.0,41.0,42.0,0.000
DeMarcus Nelson,FA,27,39.0,35.8,-3.222,2.393,33.0,55.0,34.0,35.0,36.0,37.0,0.018
Joakim Noah,DET,27,54.0,53.6,-0.398,1.536,49.0,65.0,52.0,53.0,54.0,55.0,0.161
Oleksiy Pecherov,FA,27,43.0,39.1,-3.912,2.551,36.0,58.0,37.0,38.0,40.0,40.0,0.018
Nikola Peković,CHI,26,48.0,43.8,-4.218,2.097,40.0,61.0,42.0,43.0,44.0,45.0,0.013
A.J. Price,FA,26,55.0,52.6,-2.367,2.295,50.0,65.0,51.0,52.0,53.0,54.0,0.034
Gabe Pruitt,FA,26,34.0,34.5,0.532,2.222,32.0,52.0,33.0,34.0,35.0,35.0,0.408
Brandon Rush,BKN,27,49.0,47.9,-1.119,2.186,45.0,62.0,46.0,47.0,48.0,49.0,0.055
Ramon Sessions,FA,26,41.0,39.7,-1.289,2.187,36.0,57.0,38.0,39.0,40.0,41.0,0.057
Walter Sharpe,FA,26,35.0,33.6,-1.404,2.476,31.0,53.0,32.0,33.0,34.0,34.0,0.022
Jason Smith,FA,26,52.0,45.8,-6.160,2.578,42.0,64.0,44.0,45.0,46.0,47.0,0.021
Mo Speights,CHI,25,57.0,57.0,0.000,0.000,57.0,57.0,57.0,57.0,57.0,57.0,0.000
Tiago Splitter,MIN,27,55.0,53.2,-1.815,1.350,50.0,64.0,52.0,52.0,54.0,54.0,0.009
D.J. Strawberry,FA,27,38.0,35.1,-2.906,2.774,33.0,55.0,34.0,34.0,35.0,36.0,0.024
Rodney Stuckey,PHI,26,56.0,55.3,-0.684,1.312,52.0,66.0,54.0,55.0,56.0,56.0,0.052
Mike Taylor,CLE,26,53.0,51.4,-1.625,1.913,48.0,64.0,50.0,50.0,52.0,53.0,0.058
Hasheem Thabeet,FA,25,56.0,56.0,0.000,0.000,56.0,56.0,56.0,56.0,56.0,56.0,0.000
Jason Thompson,NOL,26,56.0,52.5,-3.504,2.074,49.0,67.0,51.0,52.0,53.0,54.0,0.022
Marcus Thornton,PHI,25,63.0,63.0,0.000,0.000,63.0,63.0,63.0,63.0,63.0,63.0,0.000
Anthony Tolliver,NYK,27,56.0,55.9,-0.053,1.311,54.0,67.0,55.0,55.0,56.0,57.0,0.187
Roko Ukić,FA,28,49.0,40.7,-8.342,2.638,37.0,60.0,39.0,40.0,41.0,42.0,0.018
Greivis Vásquez,NYK,25,49.0,49.0,0.000,0.000,49.0,49.0,49.0,49.0,49.0,49.0,0.000
Henry Walker,CLE,25,62.0,62.0,0.000,0.000,62.0,62.0,62.0,62.0,62.0,62.0,0.000
Darius Washington,FA,27,40.0,38.1,-1.888,2.450,35.0,56.0,36.0,37.0,39.0,39.0,0.028
C.J. Watson,FA,28,53.0,50.0,-2.955,2.049,47.0,63.0,48.0,49.0,51.0,51.0,0.026
Sonny Weems,FA,26,51.0,47.2,-3.803,2.361,43.0,63.0,45.0,46.0,48.0,49.0,0.022
Marcus Williams,BOS,26,60.0,58.5,-1.487,0.653,57.0,61.0,58.0,58.0,59.0,59.0,0.001
Reggie Williams,LAC,26,50.0,47.8,-2.248,2.126,44.0,62.0,46.0,47.0,48.0,49.0,0.024
Sean Williams,SAC,26,55.0,53.3,-1.720,1.780,49.0,65.0,52.0,52.0,54.0,55.0,0.020
Terrence Williams,DET,25,59.0,59.0,0.000,0.000,59.0,59.0,59.0,59.0,59.0,59.0,0.000
Julian Wright,CLE,25,55.0,55.0,0.000,0.000,55.0,55.0,55.0,55.0,55.0,55.0,0.000
Nick Young,DET,27,52.0,50.9,-1.110,1.665,48.0,64.0,49.0,50.0,51.0,52.0,0.061
Sam Young,FA,27,46.0,39.7,-6.308,2.688,37.0,60.0,38.0,39.0,40.0,41.0,0.018
Sun Yue,FA,27,38.0,35.1,-2.933,2.531,33.0,56.0,34.0,34.0,35.0,36.0,0.018
Ben Allen,DET,32,56.0,54.6,-1.443,0.671,53.0,56.0,54.0,54.0,55.0,55.0,0.000
